age,sleep_cycle,exercise_habits,climate_zone,historical_cuisine_exposure,preferred_taste
24.0,Night Owl,Light,Temperate,Asian,Spicy
44.0,Early Bird,Light,Temperate,Mediterranean,Sour
45.0,Irregular,Light,Temperate,Asian,Sweet
39.0,Early Bird,Light,Temperate,Mixed,Sour
31.0,Early Bird,Moderate,Temperate,Mixed,Salty
24.0,Irregular,Moderate,,Mediterranean,Sour
54.0,Irregular,Heavy,Cold,Asian,Sour
39.0,Early Bird,Heavy,Dry,Asian,Sour
22.0,Early Bird,Light,Cold,Asian,Sweet
19.0,Irregular,Moderate,Temperate,Mixed,Sour
44.0,Night Owl,Heavy,Dry,Mediterranean,Sour
38.0,Early Bird,Heavy,Cold,Asian,Sour
55.0,Early Bird,Heavy,Dry,Mixed,Salty
32.0,Night Owl,Heavy,Cold,Mixed,Sour
38.0,Irregular,Light,Tropical,Asian,Sweet
27.0,Irregular,Moderate,Cold,Mediterranean,Sour
40.0,Night Owl,Light,Dry,Mediterranean,Sweet
56.0,Irregular,,Tropical,Asian,Sweet
22.0,Irregular,Heavy,Temperate,Mixed,Sour
18.0,Early Bird,Moderate,Dry,Mixed,Sour
30.0,Early Bird,Moderate,Temperate,Asian,Sweet
38.0,Early Bird,Light,Temperate,Mixed,Sour
43.0,Night Owl,Moderate,Dry,Mixed,Sour
67.0,Irregular,Light,Temperate,Asian,Sweet
62.0,Irregular,Light,Dry,Mixed,Sour
38.0,Early Bird,Heavy,Dry,Asian,Sour
35.0,Early Bird,Light,Cold,,Sweet
54.0,,Heavy,Tropical,Asian,Sweet
,Irregular,Light,Temperate,Mixed,Sour
49.0,Night Owl,Light,Temperate,Asian,Sweet
53.0,Irregular,Moderate,Tropical,Mixed,Sour
34.0,Night Owl,Moderate,Tropical,Asian,Sweet
52.0,Early Bird,Heavy,Tropical,Mediterranean,Sour
66.0,Night Owl,Moderate,Tropical,Mixed,Sweet
28.0,Night Owl,Light,Tropical,Mixed,Spicy
38.0,Early Bird,Heavy,Cold,Mixed,Salty
,Irregular,Heavy,Dry,Mediterranean,Salty
43.0,Irregular,Heavy,Tropical,Asian,Sweet
21.0,Early Bird,Light,Cold,,Sweet
51.0,Night Owl,Moderate,,Asian,Sweet
69.0,Night Owl,Heavy,Tropical,Asian,Sweet
65.0,Night Owl,Light,Temperate,Asian,Sweet
35.0,Irregular,Moderate,Temperate,Asian,Sour
,Night Owl,Moderate,Temperate,Asian,Sweet
52.0,,Heavy,Temperate,Mediterranean,Salty
58.0,Night Owl,Light,Dry,Mixed,Sweet
46.0,Early Bird,,,Mediterranean,Salty
69.0,Early Bird,,Temperate,Mixed,Sour
46.0,Irregular,Moderate,Temperate,Mixed,Salty
55.0,Irregular,,Tropical,Mixed,Sour
59.0,Early Bird,Heavy,,Mediterranean,Sour
38.0,Early Bird,Moderate,Temperate,Asian,Sour
59.0,Night Owl,Light,Temperate,Asian,Sweet
30.0,Early Bird,Moderate,Temperate,Mixed,Sour
66.0,Irregular,Light,Tropical,Asian,Sweet
58.0,Early Bird,Moderate,Temperate,Asian,Sour
34.0,Irregular,Heavy,Temperate,Mediterranean,Salty
26.0,,Light,Dry,,Sweet
,Night Owl,Heavy,Dry,Asian,Sweet
18.0,Night Owl,Light,Tropical,Mediterranean,Spicy
19.0,Night Owl,Moderate,Dry,Asian,Sweet
65.0,,Heavy,,Mixed,Sweet
,Early Bird,Heavy,Cold,Mediterranean,Salty
50.0,Night Owl,Light,Temperate,,Sweet
27.0,,Light,Tropical,Asian,Spicy
67.0,Night Owl,Light,Dry,Mediterranean,Sweet
57.0,Night Owl,,Cold,Mixed,Sour
,Irregular,Moderate,Dry,Mediterranean,Salty
45.0,Early Bird,Light,Tropical,Mixed,Sweet
28.0,Irregular,Moderate,Cold,Mediterranean,Sour
,Night Owl,Light,Dry,Asian,Sweet
25.0,Early Bird,Moderate,Cold,Mediterranean,Sour
39.0,Night Owl,Light,Temperate,Mediterranean,Sweet
25.0,Irregular,,Temperate,Mixed,Sour
,Early Bird,Heavy,Cold,Mediterranean,Salty
32.0,Irregular,,Dry,Mixed,Sour
,Night Owl,Light,Dry,Mediterranean,Sweet
40.0,Night Owl,Heavy,Dry,Asian,Sweet
41.0,Night Owl,Light,Temperate,Mediterranean,Sweet
62.0,Early Bird,Light,Tropical,Asian,Sweet
,Irregular,Heavy,Tropical,Mixed,Sour
22.0,,Heavy,Cold,Mixed,Sour
49.0,Night Owl,Moderate,Dry,Mixed,Sour
61.0,Irregular,Heavy,Cold,Mixed,Salty
18.0,Early Bird,Heavy,,Mediterranean,Sweet
40.0,Night Owl,Light,Tropical,Mediterranean,Sweet
54.0,Night Owl,,,Mediterranean,Sour
25.0,Night Owl,Light,Cold,Asian,Spicy
30.0,Early Bird,Heavy,Dry,Mediterranean,Sour
25.0,Night Owl,Heavy,Tropical,Asian,Spicy
40.0,Night Owl,Moderate,Tropical,Asian,Sweet
60.0,Night Owl,Heavy,Dry,Mediterranean,Sour
18.0,Night Owl,Heavy,Cold,Asian,Sweet
62.0,,Light,Temperate,Mixed,Sour
68.0,Night Owl,Light,Dry,Mediterranean,Sweet
41.0,,Moderate,Tropical,Mediterranean,Sour
52.0,Night Owl,Heavy,Temperate,Asian,Sweet
41.0,Night Owl,,Dry,Mediterranean,Sweet
34.0,Irregular,Heavy,Temperate,Mediterranean,Salty
22.0,Night Owl,Moderate,Dry,Asian,Sweet
37.0,,Light,Tropical,Mediterranean,Sweet
38.0,Early Bird,Light,Dry,Mediterranean,Sour
57.0,Irregular,Moderate,Temperate,Mediterranean,Salty
48.0,Night Owl,,Cold,Asian,Sweet
63.0,Early Bird,Light,Tropical,Mediterranean,Sweet
53.0,Night Owl,Light,Tropical,Mediterranean,Sweet
28.0,Irregular,,Temperate,Mediterranean,Sour
69.0,Early Bird,Moderate,Dry,Mixed,Salty
32.0,Early Bird,Moderate,Dry,Mediterranean,Salty
36.0,Irregular,Heavy,Dry,Asian,Sour
24.0,Irregular,,Tropical,Mixed,Sweet
68.0,Early Bird,Heavy,Tropical,Asian,Sweet
45.0,Early Bird,Moderate,Temperate,Mediterranean,Salty
68.0,Irregular,Light,Dry,,Sour
60.0,Night Owl,Heavy,Dry,Mediterranean,Sour
22.0,Early Bird,Moderate,Temperate,Mixed,Sour
22.0,Irregular,,Tropical,,Sweet
47.0,Night Owl,Light,Tropical,Asian,Spicy
49.0,Early Bird,Light,,Mixed,Sour
25.0,Early Bird,Moderate,Cold,Asian,Sweet
27.0,Irregular,Light,Dry,Asian,Sweet
,Night Owl,Moderate,Tropical,Asian,Sweet
64.0,Early Bird,Moderate,Dry,Asian,Sour
49.0,Night Owl,,,Asian,Sweet
65.0,Night Owl,Moderate,Cold,Mediterranean,Sour
45.0,Early Bird,Light,Temperate,,Sweet
,Night Owl,Light,Tropical,Asian,Spicy
48.0,Early Bird,Light,Cold,Mediterranean,Sour
25.0,Night Owl,Light,Cold,Mixed,Sweet
57.0,Early Bird,Moderate,Tropical,Mediterranean,Sour
42.0,Irregular,Moderate,Dry,Mixed,Salty
,Early Bird,Light,Tropical,Asian,Spicy
19.0,Early Bird,Heavy,Cold,Mediterranean,Sour
32.0,Early Bird,Heavy,Tropical,Mixed,Sour
,Night Owl,,Temperate,Mixed,Sour
20.0,,Light,Dry,Mediterranean,Sweet
66.0,Night Owl,Moderate,Tropical,Mediterranean,Sweet
53.0,Night Owl,Moderate,Cold,Mediterranean,Sour
21.0,Early Bird,Heavy,Cold,Mediterranean,Sour
31.0,Night Owl,Heavy,Dry,Mediterranean,Sour
58.0,Early Bird,Moderate,Tropical,Asian,Sweet
58.0,Irregular,Heavy,Cold,,Sour
42.0,Night Owl,,Dry,Mediterranean,Sour
67.0,Night Owl,Moderate,Temperate,Mediterranean,Sour
27.0,Night Owl,Heavy,Dry,Asian,Sweet
38.0,Early Bird,Heavy,Tropical,Mixed,Sour
53.0,Early Bird,Light,Tropical,Asian,Sweet
,Night Owl,Heavy,Cold,Mediterranean,Sweet
44.0,Night Owl,Light,Temperate,Mixed,Sweet
57.0,Irregular,,Tropical,Mediterranean,Sour
19.0,Irregular,Light,Cold,Mixed,Sweet
30.0,Irregular,Moderate,Dry,Mediterranean,Sour
49.0,Irregular,,,Asian,Sweet
48.0,Irregular,,Tropical,Mediterranean,Sweet
33.0,Early Bird,Light,Temperate,Asian,Sweet
49.0,Irregular,Heavy,Cold,Mixed,Salty
49.0,Irregular,Heavy,Tropical,Asian,Sweet
51.0,,Heavy,Cold,Mixed,Sour
28.0,Early Bird,Heavy,Dry,Mediterranean,Sour
27.0,Irregular,Heavy,Cold,Asian,Sweet
32.0,,Light,Dry,Mixed,Sour
,Irregular,Heavy,Temperate,Mixed,Salty
57.0,Night Owl,Moderate,Temperate,Mixed,Sour
35.0,Night Owl,Light,Dry,Mixed,Sweet
26.0,Night Owl,Light,Tropical,Mediterranean,Spicy
42.0,Irregular,Moderate,Dry,Mediterranean,Salty
,Night Owl,Heavy,Cold,Mediterranean,Sour
31.0,Irregular,Moderate,Cold,Mixed,Salty
42.0,Early Bird,Light,Cold,Mediterranean,Sour
67.0,Irregular,Light,Tropical,Mixed,Sweet
39.0,Night Owl,Light,Temperate,Mixed,Sweet
69.0,Early Bird,Moderate,Temperate,Mixed,Salty
47.0,,Heavy,Cold,Asian,Sour
37.0,Early Bird,Light,Tropical,Mediterranean,Sweet
38.0,Early Bird,Heavy,Cold,Mediterranean,Salty
61.0,Early Bird,Light,Temperate,Asian,Sweet
49.0,Irregular,Heavy,Dry,Asian,Sour
68.0,Night Owl,Moderate,Cold,Asian,Sweet
63.0,Irregular,Light,Cold,Asian,Sweet
66.0,Night Owl,Light,Cold,Mixed,Sweet
38.0,Irregular,Light,Temperate,Mediterranean,Sour
52.0,Irregular,Moderate,Tropical,Mediterranean,Sour
49.0,Irregular,,Dry,Mediterranean,Salty
,Night Owl,Heavy,Dry,Mixed,Sour
56.0,Irregular,Moderate,Dry,Mediterranean,Salty
66.0,Early Bird,Light,Cold,Asian,Sweet
29.0,Irregular,Heavy,Temperate,Mediterranean,Sour
58.0,Early Bird,Moderate,Dry,Mediterranean,Salty
64.0,Night Owl,Heavy,Cold,Mixed,Sour
35.0,Night Owl,Heavy,Tropical,Asian,Sweet
38.0,Irregular,Heavy,Cold,Asian,Sour
30.0,Irregular,Light,Dry,Asian,Sweet
38.0,Irregular,Light,Dry,Mediterranean,Sour
25.0,Early Bird,Moderate,Tropical,Asian,Sweet
,Night Owl,Light,Temperate,Asian,Sweet
57.0,Early Bird,Heavy,Tropical,Mediterranean,Sour
63.0,Early Bird,Heavy,Tropical,Mixed,Sour
,Irregular,Light,Dry,Mediterranean,Sweet
40.0,,Heavy,Dry,Mixed,Salty
61.0,Early Bird,Light,Temperate,Mixed,Sour
49.0,Early Bird,,Dry,Asian,Sour
28.0,Irregular,Moderate,Tropical,Asian,Sweet
39.0,Irregular,Moderate,Tropical,Mediterranean,Sour
39.0,Early Bird,Light,Temperate,Mixed,Sour
60.0,Irregular,Light,Dry,Mediterranean,Sour
42.0,Irregular,Light,Dry,Asian,Sweet
39.0,Early Bird,Light,Tropical,Mixed,Sweet
45.0,Early Bird,Light,Tropical,Asian,Sweet
46.0,Night Owl,Heavy,,Asian,Sweet
30.0,Early Bird,Moderate,Cold,Asian,Sweet
35.0,Irregular,Heavy,Tropical,Mixed,Sour
19.0,Early Bird,Moderate,Tropical,Mixed,Sweet
46.0,Early Bird,Heavy,Tropical,Asian,Sweet
38.0,,Heavy,Temperate,Mixed,Salty
,Night Owl,Heavy,Dry,,Sweet
,Night Owl,Light,Dry,Asian,Sweet
44.0,Irregular,Moderate,Dry,Asian,Sour
67.0,Night Owl,Light,Tropical,Mixed,Sweet
48.0,Early Bird,Light,,,Sour
32.0,Night Owl,Heavy,Dry,Mediterranean,Sour
,Early Bird,Moderate,Dry,Mixed,Salty
40.0,Night Owl,Moderate,Temperate,Mixed,Sour
,Night Owl,Moderate,Temperate,Asian,Sweet
61.0,Night Owl,Moderate,,Asian,Sweet
30.0,Early Bird,Light,Dry,Mediterranean,Sweet
,Night Owl,Light,Tropical,Asian,Spicy
60.0,Early Bird,Moderate,Tropical,Mediterranean,Sour
54.0,Early Bird,,Tropical,Mediterranean,Sweet
50.0,,Moderate,Tropical,Mixed,Sour
20.0,Night Owl,Light,Tropical,Mixed,Spicy
36.0,Irregular,Heavy,Tropical,Mixed,Sour
40.0,Irregular,Heavy,Temperate,Mediterranean,Salty
46.0,,,Cold,Mixed,Salty
47.0,Night Owl,Moderate,Temperate,Mediterranean,Sour
56.0,Early Bird,,Tropical,Mixed,Sweet
61.0,Early Bird,Moderate,Cold,Mediterranean,Salty
64.0,Night Owl,,Cold,Asian,Sweet
,Early Bird,,Dry,Asian,Sweet
54.0,Night Owl,Moderate,Tropical,Mediterranean,Sweet
64.0,Night Owl,Moderate,Tropical,Mediterranean,Sweet
25.0,Early Bird,,Temperate,Asian,Sweet
59.0,,Heavy,Cold,Mediterranean,Salty
33.0,Irregular,Heavy,Cold,Mediterranean,Salty
25.0,Early Bird,Moderate,Tropical,Asian,Sweet
18.0,Night Owl,Light,Dry,Mediterranean,Sweet
61.0,Irregular,,Tropical,Mixed,Sour
22.0,Night Owl,Moderate,Cold,Asian,Sweet
20.0,Irregular,Heavy,Dry,Mixed,Sour
18.0,Early Bird,Light,Dry,Mediterranean,Sweet
,Early Bird,,Cold,,Sweet
57.0,Early Bird,Light,Tropical,Mixed,Sweet
52.0,Night Owl,Light,,Mediterranean,Sweet
49.0,Irregular,Light,Tropical,Mediterranean,Sweet
59.0,Night Owl,Light,Temperate,,Sweet
51.0,Irregular,Moderate,Temperate,Mediterranean,Salty
60.0,Early Bird,Heavy,Dry,Asian,Sour
42.0,Night Owl,Light,Tropical,Mixed,Sweet
27.0,Early Bird,Heavy,Temperate,Mixed,Sour
38.0,Night Owl,Heavy,Dry,Mixed,Sour
63.0,Early Bird,Moderate,Cold,Mixed,Salty
56.0,Night Owl,Light,Cold,Asian,Sweet
44.0,Night Owl,Light,Tropical,Mixed,Sweet
44.0,Irregular,Moderate,Cold,Mixed,Salty
19.0,Early Bird,Moderate,Cold,Mediterranean,Sour
58.0,Irregular,Moderate,Cold,Mixed,Salty
65.0,Irregular,,Dry,Mediterranean,Salty
30.0,Early Bird,Moderate,Cold,Mixed,Sour
26.0,Night Owl,Heavy,Cold,Mixed,Sweet
,,Moderate,Dry,Asian,Sour
53.0,,Light,Temperate,Mediterranean,Sour
,Night Owl,Light,Dry,,Sweet
59.0,Irregular,Moderate,,Mediterranean,Salty
43.0,,,Dry,Mixed,Salty
29.0,Irregular,Moderate,Tropical,Asian,Sweet
34.0,Night Owl,Moderate,Cold,Mediterranean,Sour
,,Moderate,Temperate,Mediterranean,Salty
31.0,Night Owl,Light,Dry,Asian,Sweet
51.0,Irregular,Heavy,Temperate,Mediterranean,Salty
37.0,Early Bird,Moderate,Temperate,,Salty
28.0,Irregular,Moderate,Cold,,Sour
33.0,,Moderate,Temperate,Mixed,Salty
68.0,Early Bird,Light,Dry,,Sour
48.0,Early Bird,Light,Tropical,Asian,Sweet
23.0,Night Owl,Heavy,Tropical,Mixed,Sweet
36.0,Early Bird,Heavy,Cold,Mediterranean,Salty
54.0,Irregular,Heavy,Dry,Mixed,Salty
21.0,Night Owl,Heavy,Dry,Asian,Sweet
64.0,Early Bird,Light,Tropical,Mediterranean,Sweet
21.0,Night Owl,Heavy,Dry,Mediterranean,Sweet
37.0,Night Owl,Moderate,Temperate,Mixed,Sour
27.0,Night Owl,Light,,Asian,Spicy
41.0,Irregular,Light,,Asian,Sweet
52.0,Early Bird,Light,Cold,Mediterranean,Sour
43.0,Night Owl,Moderate,Temperate,Mixed,Sour
54.0,Night Owl,Light,Tropical,Mediterranean,Sweet
55.0,Night Owl,Moderate,Dry,Mediterranean,Sour
,Early Bird,Heavy,Dry,Mixed,Salty
57.0,Night Owl,Light,Temperate,Asian,Sweet
56.0,Night Owl,Moderate,Tropical,,Sweet
38.0,Irregular,Light,Cold,Mediterranean,Sour
27.0,Early Bird,Heavy,Tropical,Mixed,Sweet
55.0,Irregular,Light,Dry,Mixed,Sour
,Early Bird,Heavy,,Mediterranean,Sour
21.0,Early Bird,Light,Tropical,Asian,Spicy
62.0,Early Bird,Moderate,Dry,Mixed,Salty
37.0,,Heavy,Dry,Mediterranean,Salty
34.0,,Light,Cold,Asian,Sweet
24.0,Irregular,Heavy,Tropical,Mixed,Sweet
21.0,Irregular,Heavy,,Mixed,Sour
46.0,Night Owl,Moderate,Temperate,Mediterranean,Sour
31.0,Night Owl,Moderate,,Mixed,Sour
20.0,Night Owl,Moderate,Cold,,Sweet
41.0,Early Bird,Moderate,Cold,Mixed,Salty
54.0,Night Owl,Heavy,Temperate,Asian,Sweet
33.0,Early Bird,,Cold,,Sour
69.0,Irregular,Light,Tropical,Mixed,Sweet
21.0,Early Bird,Light,Cold,Mediterranean,Sweet
41.0,Early Bird,Light,,Mixed,Sour
51.0,Night Owl,Moderate,Cold,Mediterranean,Sour
47.0,Irregular,,Temperate,Mixed,Salty
35.0,Irregular,Heavy,Cold,Asian,Sour
36.0,Night Owl,Light,Dry,Mediterranean,Sweet
48.0,Irregular,Light,Temperate,Asian,Sweet
,Irregular,Heavy,Cold,Asian,Sour
66.0,Irregular,Moderate,Tropical,Asian,Sweet
63.0,Night Owl,Light,Temperate,Mixed,Sweet
36.0,Irregular,Light,,Mediterranean,Sour
39.0,Early Bird,Heavy,Cold,Asian,Sour
41.0,Early Bird,Heavy,Dry,Mediterranean,Salty
,Irregular,,Dry,Mediterranean,Sour
29.0,Night Owl,Light,Cold,Asian,Spicy
47.0,Night Owl,Moderate,Cold,Mixed,Sour
55.0,Night Owl,Moderate,Tropical,Asian,Sweet
48.0,Irregular,Moderate,Cold,Asian,Sour
53.0,Irregular,Moderate,Temperate,,Salty
36.0,Early Bird,,Cold,Mixed,Sour
65.0,Night Owl,Light,Tropical,Mediterranean,Sweet
62.0,Early Bird,Light,Cold,Mixed,Sour
53.0,Early Bird,Moderate,Cold,Asian,Sour
47.0,Night Owl,Light,Temperate,Mixed,Sweet
66.0,Irregular,Heavy,Dry,Mediterranean,Salty
,Irregular,Moderate,Cold,Asian,Sour
35.0,Early Bird,Heavy,Tropical,Mixed,Sour
69.0,Early Bird,Moderate,Cold,Mixed,Salty
66.0,Early Bird,Light,Cold,Mediterranean,Sour
45.0,Early Bird,Moderate,Temperate,Mixed,Salty
64.0,Night Owl,Heavy,Dry,Asian,Sweet
28.0,Early Bird,Moderate,Dry,,Sour
62.0,Early Bird,Heavy,Dry,Mediterranean,Salty
50.0,Irregular,Light,Cold,Mixed,Sour
34.0,Irregular,Heavy,Temperate,Asian,Sour
23.0,Irregular,Light,,Asian,Sweet
21.0,Night Owl,Heavy,Cold,Mixed,Sweet
37.0,Night Owl,Light,Temperate,Mixed,Sweet
65.0,Irregular,Heavy,Dry,Asian,Sour
64.0,Irregular,Light,Temperate,Mediterranean,Sour
44.0,Early Bird,,Cold,Asian,Sweet
32.0,Early Bird,Light,Cold,Mixed,Sour
23.0,Night Owl,Heavy,Tropical,Mixed,Sweet
64.0,Night Owl,Heavy,,Mediterranean,Sweet
31.0,Early Bird,Light,Temperate,Asian,Sweet
28.0,Irregular,Moderate,Temperate,Asian,Sweet
56.0,Early Bird,Light,Cold,,Sour
26.0,Night Owl,Moderate,Tropical,Asian,Spicy
43.0,Night Owl,Light,Tropical,Mediterranean,Sweet
33.0,Early Bird,Heavy,Dry,Asian,Sour
22.0,Early Bird,Moderate,Dry,,Sour
69.0,Early Bird,Heavy,Cold,Mediterranean,Salty
27.0,Night Owl,Moderate,Cold,Mediterranean,Sweet
67.0,Irregular,Moderate,Cold,Mixed,Salty
20.0,Early Bird,Moderate,Cold,Mixed,Sour
30.0,Night Owl,Moderate,Tropical,Mixed,Sweet
60.0,Night Owl,Heavy,Cold,Asian,Sweet
66.0,Night Owl,Moderate,Cold,Mediterranean,Sour
,Early Bird,Light,Tropical,Asian,Sweet
62.0,Early Bird,Light,Dry,Asian,Sweet
23.0,Irregular,Moderate,Cold,Mediterranean,Sour
,Night Owl,Heavy,Dry,Mixed,Sour
62.0,Early Bird,,Tropical,Asian,Sweet
68.0,Night Owl,,Dry,Asian,Sweet
,Night Owl,Heavy,Tropical,Asian,Sweet
59.0,Irregular,Heavy,Cold,Mixed,Salty
52.0,Early Bird,,Dry,Mediterranean,Salty
63.0,Early Bird,Moderate,Cold,Mediterranean,Salty
43.0,Night Owl,Light,Temperate,Asian,Sweet
68.0,Night Owl,Light,Temperate,Mediterranean,Sweet
22.0,Irregular,Light,Dry,Mixed,Sweet
46.0,Irregular,Light,,Mediterranean,Sweet
54.0,Irregular,Light,Dry,Asian,Sweet
37.0,Irregular,Heavy,Tropical,Asian,Sweet
66.0,Irregular,Heavy,Temperate,Mediterranean,Salty
38.0,Irregular,Heavy,Tropical,Asian,Sweet
27.0,Night Owl,Moderate,Temperate,Mixed,Sweet
22.0,Irregular,Heavy,Dry,Mixed,Sour
53.0,Night Owl,Light,Cold,Mixed,Sweet
23.0,Night Owl,,Cold,Mixed,Sweet
43.0,,Light,Cold,Asian,Sweet
21.0,Night Owl,Heavy,Tropical,Asian,Spicy
,Night Owl,,Cold,Mediterranean,Sweet
,Irregular,Heavy,Tropical,Asian,Sweet
67.0,Night Owl,,Cold,Mediterranean,Sweet
52.0,Irregular,Light,Tropical,Asian,Sweet
18.0,Irregular,Moderate,Tropical,Mediterranean,Sweet
,Irregular,Heavy,Temperate,Mediterranean,Salty
53.0,Early Bird,Light,Temperate,Mixed,Sour
23.0,Irregular,Heavy,Dry,Mediterranean,Sour
58.0,Night Owl,Light,,Mediterranean,Sweet
63.0,Irregular,Moderate,Tropical,Mediterranean,Sour
61.0,Irregular,Moderate,Temperate,,Salty
48.0,Irregular,Moderate,Temperate,Mediterranean,Salty
37.0,Early Bird,Moderate,Temperate,Mixed,Salty
,Night Owl,Light,,Mediterranean,Sweet
42.0,Early Bird,Heavy,Tropical,Mediterranean,Sour
53.0,Night Owl,,Dry,Mediterranean,Sour
38.0,Early Bird,Moderate,Temperate,Asian,Sour
47.0,Night Owl,Moderate,Temperate,Asian,Sweet
41.0,Early Bird,Heavy,Tropical,Mixed,Sour
61.0,Irregular,Light,Dry,Mediterranean,Sour
59.0,Early Bird,,Dry,Mediterranean,Sour
47.0,Early Bird,,Tropical,Asian,Sweet
39.0,Irregular,Light,Temperate,Mediterranean,Sour
45.0,Irregular,Heavy,Dry,Mixed,Salty
24.0,Night Owl,Heavy,Dry,Mediterranean,Sweet
52.0,Night Owl,Heavy,Temperate,Mixed,Sour
45.0,Night Owl,Moderate,Dry,Asian,Sweet
31.0,Early Bird,Heavy,Temperate,Mixed,Salty
27.0,Night Owl,Light,Dry,Mixed,Sweet
,,Heavy,Dry,Mixed,Salty
33.0,Early Bird,,Tropical,Mixed,Sour
48.0,Night Owl,Light,Dry,Mixed,Sweet
59.0,Night Owl,Heavy,Temperate,Mixed,Sour
42.0,Early Bird,Light,Dry,,Sour
30.0,Irregular,Light,Tropical,Mixed,Sweet
23.0,Irregular,Heavy,Dry,Mixed,Sour
61.0,Early Bird,Heavy,Cold,Asian,Sour
26.0,Night Owl,Moderate,Temperate,Mixed,Sweet
,Early Bird,Heavy,Cold,Mixed,Salty
53.0,Early Bird,Heavy,Tropical,Mediterranean,Sour
60.0,Night Owl,Heavy,Cold,Mediterranean,Sour
37.0,Irregular,Light,Dry,Mediterranean,Sour
35.0,Early Bird,Moderate,Temperate,Mixed,Salty
60.0,Irregular,Light,Cold,Asian,Sweet
38.0,Irregular,Heavy,Dry,Asian,Sour
21.0,Night Owl,Moderate,,Mediterranean,Sweet
67.0,Early Bird,Heavy,Dry,Mediterranean,Salty
50.0,Early Bird,Light,Dry,Mixed,Sour
44.0,Irregular,Light,Cold,Asian,Sweet
24.0,,Heavy,Tropical,Asian,Sweet
,Night Owl,Moderate,Temperate,Mediterranean,Sweet
32.0,Irregular,Light,Tropical,,Sweet
35.0,Night Owl,Heavy,Cold,Mediterranean,Sour
49.0,Early Bird,Heavy,Dry,,Salty
,Night Owl,Heavy,Cold,Mixed,Sweet
37.0,Irregular,Moderate,Dry,Mediterranean,Salty
,Early Bird,Heavy,Dry,Mixed,Salty
32.0,Night Owl,Heavy,Tropical,Asian,Sweet
65.0,,,Tropical,Asian,Sweet
,Night Owl,Heavy,Cold,Mediterranean,Sweet
38.0,Irregular,,Temperate,Mediterranean,Salty
,Irregular,Heavy,Tropical,Mixed,Sour
,Early Bird,Moderate,Dry,Mixed,Salty
,,Heavy,Cold,Asian,Sour
31.0,Early Bird,Heavy,Cold,Asian,Sour
54.0,Night Owl,Heavy,Temperate,Mediterranean,Sour
38.0,Irregular,Moderate,Cold,Mediterranean,Salty
35.0,Early Bird,Light,Tropical,Mixed,Sweet
22.0,Early Bird,Moderate,Dry,Mediterranean,Sour
,Early Bird,Light,Cold,Mixed,Sweet
40.0,Night Owl,Moderate,Cold,Asian,Sweet
43.0,Early Bird,Heavy,Dry,Asian,Sour
54.0,Early Bird,Heavy,Cold,Mediterranean,Salty
41.0,Night Owl,Light,Cold,Mixed,Sweet
66.0,Night Owl,Light,Temperate,Mediterranean,Sweet
36.0,Early Bird,Moderate,Tropical,Mediterranean,Sour
68.0,Early Bird,Moderate,Cold,Mixed,Salty
42.0,Night Owl,Light,Tropical,Mediterranean,Sweet
38.0,Irregular,Light,Temperate,Mixed,Sour
29.0,Night Owl,Moderate,Tropical,Mixed,Sweet
,Irregular,Light,Temperate,,Sour
50.0,Early Bird,Light,Tropical,Mixed,Sweet
67.0,Early Bird,Light,Tropical,Asian,Sweet
21.0,Irregular,Light,Cold,Asian,Sweet
59.0,Night Owl,Heavy,Tropical,Asian,Sweet
24.0,Early Bird,Heavy,Cold,Asian,Sweet
39.0,Irregular,Light,Cold,Mediterranean,Sour
50.0,Night Owl,Moderate,,,Sweet
34.0,Irregular,Heavy,Cold,Asian,Sour
41.0,Night Owl,,Tropical,Asian,Sweet
51.0,Night Owl,,Dry,Asian,Sweet
45.0,,Heavy,Cold,Mediterranean,Sour
60.0,Night Owl,Moderate,Dry,Asian,Sweet
58.0,Irregular,Moderate,Dry,Mixed,Salty
56.0,Irregular,Light,Cold,Mixed,Sour
39.0,Irregular,Light,,Mediterranean,Sour
66.0,Irregular,Light,Temperate,Mediterranean,Sour
34.0,Irregular,Heavy,,Mediterranean,Salty
51.0,Night Owl,Light,Dry,Asian,Sweet
23.0,Early Bird,Moderate,Tropical,Mediterranean,Sweet
,Early Bird,Moderate,Dry,Asian,Sour
23.0,Irregular,Moderate,Cold,Mediterranean,Sour
51.0,Irregular,Moderate,Temperate,Mixed,Salty
18.0,Early Bird,Moderate,Temperate,Mixed,Sour
27.0,Night Owl,,Temperate,Asian,Sweet
38.0,Irregular,Moderate,Cold,,Salty
22.0,Night Owl,Heavy,Tropical,Mixed,Sweet
19.0,,Moderate,Cold,Asian,Sweet
39.0,Early Bird,Heavy,Cold,Mixed,Salty
,Irregular,Heavy,,Mediterranean,Salty
19.0,Night Owl,Moderate,Cold,Asian,Sweet
27.0,Irregular,Moderate,Dry,Mixed,Sour
51.0,Early Bird,Moderate,Cold,Mediterranean,Salty
,Night Owl,Moderate,Temperate,Asian,Sweet
65.0,Irregular,Light,Temperate,Mixed,Sour
68.0,Irregular,Light,Cold,Mixed,Sour
56.0,Irregular,Heavy,Dry,Asian,Sour
39.0,Early Bird,Heavy,Dry,Mediterranean,Salty
29.0,Irregular,Light,Temperate,Asian,Sweet
,Night Owl,Heavy,Dry,Mixed,Sour
64.0,Irregular,Moderate,Dry,Mixed,Salty
